Results,Age,Benefit,Benefit Value,Body Type,Confidence,Cortisol Cleaning,Cortisol Filter,Created time,Inflammation Filter,Last edited time,Main Tag,Max Pain,Muscle Damage Filter,Muscle Soreness Filter,"Oxidative Stress Filter ",Pain Filter,Participants,Product,"Research Papers ",Score,Sex,Sleep Quality Filter,Sub Tag,Supplement,Trial Design,Trial Length,Year,💊 Supplements
"Taking Astaxanthin, a dietary supplement, helped competitive cyclists improve their performance in a 20km race and increased their power output",18-29,Positive,1,"healthy weight, trained",✅,No,0,"October 23, 2023 6:10 PM",0,"April 18, 2025 4:11 PM",Exercise Perfomance,Astaxanthin,0,0,0,0,21,,Effect of astaxanthin on cycling time trial performance (https://www.notion.so/Effect-of-astaxanthin-on-cycling-time-trial-performance-f4364bb76ed147d99934199fca9eaec2?pvs=21),1,both sexes,0,"Power Output , Sprint Performance",Astaxanthin,double-blind,2-4 weeks,,Astaxanthin (https://www.notion.so/Astaxanthin-1d659c2aeec5818780e2f6dcd0e00320?pvs=21)
"  While the study does not explicitly mention joint function, the improvement in VAS and WOMAC scores in patients with KOA might suggest improved joint function.","65+, 30-44, 45-64",Positive,1,,✅,No,0,"October 23, 2023 6:11 PM",0,"April 18, 2025 11:00 AM",Joint Function,Curcumin,0,0,0,0,160,,"Curcuma longa extract reduces inflammatory and oxidative stress biomarkers in osteoarthritis of knee: a four-month, double-blind, randomized, placebo-controlled trial (https://www.notion.so/Curcuma-longa-extract-reduces-inflammatory-and-oxidative-stress-biomarkers-in-osteoarthritis-of-knee-a55c5a0859dd484bb42545441c196d65?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
" The study shows that chronic administration of Curcuma longa L. (CL) suppresses inflammation in patients with knee osteoarthritis (KOA). This is observed by a decreased level of IL-1β, an inflammatory biomarker.","65+, 30-44, 45-64",Positive,1,,✅,No,0,"October 23, 2023 6:12 PM",1,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,160,,"Curcuma longa extract reduces inflammatory and oxidative stress biomarkers in osteoarthritis of knee: a four-month, double-blind, randomized, placebo-controlled trial (https://www.notion.so/Curcuma-longa-extract-reduces-inflammatory-and-oxidative-stress-biomarkers-in-osteoarthritis-of-knee-a55c5a0859dd484bb42545441c196d65?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"The study demonstrates that CL brings clinical improvement in patients of KOA, which is observed by decreased visual analog scale (VAS) and Western Ontario and McMaster Universities (WOMAC) scores. Both VAS and WOMAC are commonly used to measure pain in osteoarthritis.","65+, 30-44, 45-64",Positive,1,,✅,No,0,"October 23, 2023 6:13 PM",0,"April 18, 2025 11:00 AM",Pain,Curcumin,0,0,0,1,160,,"Curcuma longa extract reduces inflammatory and oxidative stress biomarkers in osteoarthritis of knee: a four-month, double-blind, randomized, placebo-controlled trial (https://www.notion.so/Curcuma-longa-extract-reduces-inflammatory-and-oxidative-stress-biomarkers-in-osteoarthritis-of-knee-a55c5a0859dd484bb42545441c196d65?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"The study shows that CL decreases oxidative stress in patients with KOA. This is observed by the decreased levels of reactive oxygen species (ROS) and malondialdehyde (MDA), both of which are biomarkers of oxidative stress.","65+, 30-44, 45-64",Positive,1,,✅,No,0,"October 23, 2023 6:15 PM",0,"April 18, 2025 11:00 AM",Oxidative Stress,Curcumin,0,0,1,0,160,,"Curcuma longa extract reduces inflammatory and oxidative stress biomarkers in osteoarthritis of knee: a four-month, double-blind, randomized, placebo-controlled trial (https://www.notion.so/Curcuma-longa-extract-reduces-inflammatory-and-oxidative-stress-biomarkers-in-osteoarthritis-of-knee-a55c5a0859dd484bb42545441c196d65?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
" The study found that the use of curcumin complex or its combination with boswellic acid reduces pain-related symptoms in patients with osteoarthritis.","65+, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 6:17 PM",0,"April 18, 2025 11:00 AM",Pain,Curcumin,0,0,0,1,210,,"Efficacy and safety of curcumin and its combination with boswellic acid in osteoarthritis: a comparative, randomized, double-blind, placebo-controlled study (https://www.notion.so/Efficacy-and-safety-of-curcumin-and-its-combination-with-boswellic-acid-in-osteoarthritis-a-compara-f8e31960d0e94573bab028db60afc667?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
Both curcuminoid complex extract from turmeric rhizome with turmeric volatile oil (CuraMed®) and its combination with boswellic acid extract from Indian frankincense root (Curamin®) showed improvements in physical performance tests for osteoarthritis patients.,"65+, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 6:18 PM",0,"April 18, 2025 11:00 AM",Joint Function,Curcumin,0,0,0,0,210,,"Efficacy and safety of curcumin and its combination with boswellic acid in osteoarthritis: a comparative, randomized, double-blind, placebo-controlled study (https://www.notion.so/Efficacy-and-safety-of-curcumin-and-its-combination-with-boswellic-acid-in-osteoarthritis-a-compara-f8e31960d0e94573bab028db60afc667?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
" Given that osteoarthritis involves inflammation of the joints, it's plausible that the study was indirectly investigating the impact of these treatments on inflammation.","65+, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",🗒️,No,0,"October 23, 2023 6:18 PM",0,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,210,,"Efficacy and safety of curcumin and its combination with boswellic acid in osteoarthritis: a comparative, randomized, double-blind, placebo-controlled study (https://www.notion.so/Efficacy-and-safety-of-curcumin-and-its-combination-with-boswellic-acid-in-osteoarthritis-a-compara-f8e31960d0e94573bab028db60afc667?pvs=21)",0,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
" They found out that Meriva was just as good at relieving pain as Tylenol, but not as good as the stronger painkiller nimesulide, especially when given in smaller amounts. However, Meriva was easier on the stomach than nimesulide.","65+, 18-29, 30-44, 45-64",Positive,1,,✅,No,0,"October 23, 2023 6:20 PM",0,"April 18, 2025 11:00 AM",Pain,Curcumin,0,0,0,1,15,,"Comparative evaluation of the pain-relieving properties of a lecithinized formulation of curcumin (Meriva(®)), nimesulide, and acetaminophen (https://www.notion.so/Comparative-evaluation-of-the-pain-relieving-properties-of-a-lecithinized-formulation-of-curcumin-M-3efb86048c9c449f81a7e0519c40bc74?pvs=21)",1,Both sexes,0,,"Curcumin ",Non-controlled trial,1-7 Days,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"The study discusses the anti-inflammatory activity of Meriva, a proprietary lecithin formulation of curcumin. The formulation is reported to inhibit and downregulate the expression of cyclo-oxygenase 2, which is involved in the inflammatory response.","65+, 18-29, 30-44, 45-64",Positive,1,,🚩,No,0,"October 23, 2023 6:22 PM",0,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,15,,"Comparative evaluation of the pain-relieving properties of a lecithinized formulation of curcumin (Meriva(®)), nimesulide, and acetaminophen (https://www.notion.so/Comparative-evaluation-of-the-pain-relieving-properties-of-a-lecithinized-formulation-of-curcumin-M-3efb86048c9c449f81a7e0519c40bc74?pvs=21)",0,Both sexes,0,,"Curcumin ",Non-controlled trial,1-7 Days,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"he study discusses the anti-inflammatory activity of Meriva, a proprietary lecithin formulation of curcumin. The formulation is reported to inhibit and downregulate the expression of cyclo-oxygenase 2, which is involved in the inflammatory response.","65+, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 6:25 PM",0,"April 18, 2025 11:00 AM",Joint Function,Curcumin,0,0,0,0,50,,"Short-term effects of highly-bioavailable curcumin for treating knee osteoarthritis: a randomized, double-blind, placebo-controlled prospective study (https://www.notion.so/Short-term-effects-of-highly-bioavailable-curcumin-for-treating-knee-osteoarthritis-a-randomized-d-7aa3dee7b72844a490d87ee348788ae9?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"The study found that Theracurmin significantly lowered knee pain VAS scores in patients with knee osteoarthritis, compared to the placebo group.","65+, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 6:26 PM",0,"April 18, 2025 11:00 AM",Pain,Curcumin,0,0,0,1,50,,"Short-term effects of highly-bioavailable curcumin for treating knee osteoarthritis: a randomized, double-blind, placebo-controlled prospective study (https://www.notion.so/Short-term-effects-of-highly-bioavailable-curcumin-for-treating-knee-osteoarthritis-a-randomized-d-7aa3dee7b72844a490d87ee348788ae9?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
" It also significantly decreased the dependence on celecoxib, a nonsteroidal anti-inflammatory drug.","65+, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",⭐,No,0,"October 23, 2023 6:26 PM",2,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,50,,"Short-term effects of highly-bioavailable curcumin for treating knee osteoarthritis: a randomized, double-blind, placebo-controlled prospective study (https://www.notion.so/Short-term-effects-of-highly-bioavailable-curcumin-for-treating-knee-osteoarthritis-a-randomized-d-7aa3dee7b72844a490d87ee348788ae9?pvs=21)",2,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
Curcumin can be an alternative treatment option in the patients with knee OA who are intolerant to the side effects of non-steroidal anti-inflammatory drugs.,"• 30-44, 45-64
•",Positive,1,,✅,No,0,"October 23, 2023 6:27 PM",1,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,149,,Safety and efficacy of curcumin versus diclofenac in knee osteoarthritis: a randomized open-label parallel-arm study (https://www.notion.so/Safety-and-efficacy-of-curcumin-versus-diclofenac-in-knee-osteoarthritis-a-randomized-open-label-pa-c9336215533f4774986c3ba751c24ece?pvs=21),1,Both sexes,0,,"Curcumin ",Randomized controlled trial,2-4 Weeks,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
": Patients with knee osteoarthritis who took curcumin experienced similar pain relief to those who took diclofenac, but also had fewer instances of gas, lost more weight, had fewer ulcers, and fewer side effects.","• 30-44, 45-64
•",Positive,1,,✅,No,0,"October 23, 2023 6:33 PM",0,"April 18, 2025 11:00 AM",Pain,Curcumin,0,0,0,1,149,,Safety and efficacy of curcumin versus diclofenac in knee osteoarthritis: a randomized open-label parallel-arm study (https://www.notion.so/Safety-and-efficacy-of-curcumin-versus-diclofenac-in-knee-osteoarthritis-a-randomized-open-label-pa-c9336215533f4774986c3ba751c24ece?pvs=21),1,Both sexes,0,,"Curcumin ",Randomized controlled trial,2-4 Weeks,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
": Patients with knee osteoarthritis who took curcumin experienced similar pain relief to those who took diclofenac, but also had fewer instances of gas, lost more weight, had fewer ulcers, and fewer side effects.","• 30-44, 45-64
•",Positive,1,,✅,No,0,"October 23, 2023 6:33 PM",0,"April 18, 2025 11:00 AM",Joint Function,Curcumin,0,0,0,0,149,,Safety and efficacy of curcumin versus diclofenac in knee osteoarthritis: a randomized open-label parallel-arm study (https://www.notion.so/Safety-and-efficacy-of-curcumin-versus-diclofenac-in-knee-osteoarthritis-a-randomized-open-label-pa-c9336215533f4774986c3ba751c24ece?pvs=21),1,Both sexes,0,,"Curcumin ",Randomized controlled trial,2-4 Weeks,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"The study found that curcumin, a natural compound, is safe and even more effective than the typical medication (diclofenac sodium) in improving the conditions of people with active rheumatoid arthritis. ","65+, 18-29, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 6:34 PM",0,"April 18, 2025 11:00 AM",Joint Function,Curcumin,0,0,0,0,45,,"A randomized, pilot study to assess the efficacy and safety of curcumin in patients with active rheumatoid arthritis (https://www.notion.so/A-randomized-pilot-study-to-assess-the-efficacy-and-safety-of-curcumin-in-patients-with-active-rheu-dcb841d1c63840edb943dee42d4664bd?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"Curcumin demonstrated significant anti-inflammatory and antiarthritic effects in patients with active rheumatoid arthritis (RA), showing improved Disease Activity Score (DAS) and American College of Rheumatology (ACR) scores, even more than the common medication diclofenac sodium. ","65+, 18-29, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 6:34 PM",1,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,45,,"A randomized, pilot study to assess the efficacy and safety of curcumin in patients with active rheumatoid arthritis (https://www.notion.so/A-randomized-pilot-study-to-assess-the-efficacy-and-safety-of-curcumin-in-patients-with-active-rheu-dcb841d1c63840edb943dee42d4664bd?pvs=21)",1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"To conclude, curcuminoids represent an effective and safe alternative treatment for OA.","65+, 18-29, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 7:19 PM",0,"April 18, 2025 11:00 AM",Joint Function,Curcumin,0,0,0,0,53,,Curcuminoid treatment for knee osteoarthritis: a randomized double-blind placebo-controlled trial (https://www.notion.so/Curcuminoid-treatment-for-knee-osteoarthritis-a-randomized-double-blind-placebo-controlled-trial-8f29293343cf42b59be76aa0aee3ba8f?pvs=21),1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
" Treatment with curcuminoids was associated with significantly greater reductions in WOMAC (p = 0.001), VAS (p < 0.001) and LPFI (p = 0.013) scores compared with placebo.","65+, 18-29, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",✅,No,0,"October 23, 2023 7:19 PM",0,"April 18, 2025 11:00 AM",Pain,Curcumin,0,0,0,1,53,,Curcuminoid treatment for knee osteoarthritis: a randomized double-blind placebo-controlled trial (https://www.notion.so/Curcuminoid-treatment-for-knee-osteoarthritis-a-randomized-double-blind-placebo-controlled-trial-8f29293343cf42b59be76aa0aee3ba8f?pvs=21),1,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
"hile the abstract mentions that curcuminoids have established anti-inflammatory properties, it does not provide explicit results on the effect of curcuminoids on inflammation in the context of OA. Therefore, this categorization is uncertain.","65+, 18-29, 30-44, 45-64",Positive,1,"Obese, Healthy Weight, Overweight, Underweight",🚩,No,0,"October 23, 2023 7:19 PM",0,"April 18, 2025 11:00 AM",Inflammation,Curcumin,0,0,0,0,53,,Curcuminoid treatment for knee osteoarthritis: a randomized double-blind placebo-controlled trial (https://www.notion.so/Curcuminoid-treatment-for-knee-osteoarthritis-a-randomized-double-blind-placebo-controlled-trial-8f29293343cf42b59be76aa0aee3ba8f?pvs=21),0,Both sexes,0,,"Curcumin ",Randomized controlled trial,1-6 Months,,Curcumin (https://www.notion.so/Curcumin-1d659c2aeec58167b522d414c6298778?pvs=21)
